nama_usaha,wilayah,alamat_usaha,rt,rw,penanggung_jawab,badan_usaha,telepon,fax,jenis_usaha,kapasitas,
ROPPONGI PAPA,Jakarta Selatan,"Gd. Setiabudi I, Jl. HR. Rasuna Said Kav. 62",,,Djaharry D. Saragih,PT. Irama Java Indah,021 5212255,,Bar,2015-01-10,
Royal Cuisine Chinese,Jakarta Selatan,Jl. Jend. Sudirman Kav. 54 - 55,,,Henry Sugiarto Trisno,PT. Zhen Ying Prime,021 6012530,021 6012530,Bar,2015-01-10,
SAFE HOUSE,Jakarta Selatan,"Bellagio Mansion Apartmen, Jl. Lingkar Mega Kuningan",,,Yuli Kwan,PT. Nusa Mitra Bangsa,,,Bar,2015-01-10,
SAHATI,Jakarta Selatan,Jl. Taman Margasatwa No. 45,,,Henri Al Azwar,PT. Sahati Hotel,,,Bar,1932-08-01,
SAHATI,Jakarta Selatan,Jl. Taman Margasatwa No. 45,,,Henri Al Azwar,PT. Sahati Hotel,021 7807655,021 7807655,Bar,1932-08-01,
SALA KITCHEN & BAR,Jakarta Selatan,Jl. Kemang Raya No. 72,,,Mandira Isman,Mandira Isman,,,Bar,2015-01-10,
SAMWON GARDEN,Jakarta Selatan,Ciputra World Lotte Shopping Avenue Lt. 5,,,Park Young Sik,PT. SAMWON GARDEN INDONESIA,021 57952500,021 57952505,Bar,2015-01-10,
SANJIKEN,Jakarta Selatan,"Kawasan Niaga Terpadu Sudirman Lot. 14, Jl. Jend. Sudirman",,,Andree Santoso,PT. Sanjiken Utama Indonesia,,,Bar,2015-01-10,
SCORE,Jakarta Selatan,"Cilandak Town Square, Jl. TB. Simatupang Kav. 1",,,Reeza Budhisurya,PT. Mitra Karya Gemilang,021 75920279,021 75920258,Bar,2015-01-10,
SECRET,Jakarta Selatan,"Gd. Landmark Centre I GF, Jl. Jend. Sudirman No. 1",,,Agus Widodo,PT. Cipta Indah Lestari,,,Bar,2015-01-10,
SHABURI KINTAN,Jakarta Selatan,"Pacific Place Mall L5 -33 & 36, Jl. Jend. Sudirman",,,Sucipto Antoni,PT. Inovasi Kuliner Indonesia,021 36066121,021 25989710,Bar,2015-01-10,
SHELTER,Jakarta Selatan,Jl. Kemang Raya No. 89,,,Selby Nugraha Rachman,PT. Shelter Madelin Tata Boga,,,Bar,2015-01-10,
SHY,Jakarta Selatan,"Gd. Papilion, Jl.Kemang Raya No. 45 AA",,,Meity Tjiptobiantoro,PT. Naleda Boga Services,021 7190789,021 7181574,Bar,1960-10-01,
SLAM,Jakarta Selatan,"Hotel Mercure, Jl. RA. Kartini No. 18",7,7,Abby Ernest,PT. Karya Propertindo Investama,021 7595262,021 75913667,Bar,2015-01-10,
SMOKEY RIBS,Jakarta Selatan,Kawasan Niaga Terpadu Sudirman SCBD Lot. 8,,,Jusuf Charles Wak,PT. Sukses Citra Boga Dinamika,021 5736501,021 5736501,Bar,2015-01-10,
SMS,Jakarta Selatan,Jl. Kemang Raya No. 33 Wisma Surya,,,Cynthia Vidiningrum,PT. SMS NUSANTARA,021 7190884,021 7192224,Bar,2015-01-10,
SOLT,Jakarta Selatan,Jl. Kemang Raya No. 31 RT005/RW004,,,Lee Jung Hwan,PT. SOLT,,,Bar,2015-01-10,
SOMERSET CAFÉ,Jakarta Selatan,"Apartemen Somerset, Jl. Prof. Dr. Satrio Kav. 1",,,Candra Ciputra,PT. Ciputra Liang Court,,,Bar,2015-01-10,
SOP BUNTUT BOGOR CAFE,Jakarta Selatan,"Pondok Indah Mall Lt. Dasar No. G 04-05, Jl. Metro Pondok Indah",,,Hartono Tjahjadi Adiwana,PT. Jakarta International Hotels & Dev,,,Bar,2015-01-10,
SOPRA,Jakarta Selatan,"Pacific Place Mal, Jl. Jend. Sudirman Kav. 52-53",,,Dra. Adhe Savitri,PT. Mitraboga Intisarana Pasifik,021 2505250,021 2505150,Bar,2015-01-10,
SOPRA RISTORANTE,Jakarta Selatan,"Street Gallery Pondok Indah Mall, Jl. Metro Pondok Indah",,,Dra. Adhe Savitri,PT. Mitra Boga Intisarana Pasifik,,,Bar,2015-01-10,
SOUL 18,Jakarta Selatan,Jl. Kemang Raya No. 18 A,,,Muhammad Iqbal,PT. Satu Delapan Jiwa,021 7990012,021 7990012,Bar,2015-01-10,
SOUPANOVA ECO SKY,Jakarta Selatan,GKM Green Tower Jl. TB. Simatupang Kav. 89 G,,,Yeferson Yahya,PT. Kembar Pendekar Ijo,,,Bar,2015-01-10,
SPAIN BAR,Jakarta Selatan,The Foundry No. 8 SCBD Lot. 8 Zone D Jl. Jend.,,,Tapergi Niccolo,PT. Indonesia Food Beverage Solution,,,Bar,2015-01-10,
SPANKYS,Jakarta Selatan,Jl. Kemang Raya No. 24 A,,,Oktobrianan,PT. Eatertainment Indonesia,,,Bar,2015-01-10,
SPLASH BAR @ THE GROVE,Jakarta Selatan,Epiwalk Office Suite Lt. 6 Unit A 601 Komp.Rasu,,,Agustinus Wawan Dwi Guratno,PT. Bakrie Swasakti Utama,,,Bar,2015-01-10,
SPORT STUBE,Jakarta Selatan,"Pondok Indah Gallery Jl. Metro,",,,Dewi Rohyati,PT. Pelita Boga Sejahtera,,,Bar,2015-01-10,
SPORTSMANS,Jakarta Selatan,Jl. Paletehan I/6-8,,,Florensia Yunita Siauw,PT. Kail Beruang,021 7204731,,Bar,2015-01-10,
STAR DELI,Jakarta Selatan,Jl. Kemang Selatan Raya No. 5,,,Mary Pri Kusumadewi,PT. Star Deli,021 7818649,021 7818649,Bar,2015-01-10,
STAR LIGHT,Jakarta Selatan,Jl. Melawai VIII No. 1,,,Wenny Setiowati,PT. Cipta Pesona Selatan Jaya,,,Bar,2015-01-10,
STINGRAY CLUB & LOUNGE,Jakarta Selatan,Crowne Plaza Hotel Jl. Jend. Gatot Subroto Kav.,,,Pangestu Pria Kurniawan,PT. Prada Mukti,021 42871578,021 42906875,Bar,2015-01-10,
STONEGRILL,Jakarta Selatan,Jl. Sultan Iskandar Muda No. 1G-1H,,,Angelyn,PT. Stonegrill Indonesia,021 7233382,021 7233382,Bar,2015-01-10,
STONEGRILL,Jakarta Selatan,Kantor Taman E3. 3 Jl. Mega Kuningan RT. 08/0,8,,Tjioe Yohanes Sucipto,PT. Stonegrill Indonesia,021 57902330,021 57902330,Bar,2015-01-10,
Studio 21,Jakarta Selatan,Jl. Melawai VIII No. 6-8  RT. 02/01,,,Drg. Karta Wiguna Mustafa,PT. Maramakmur Dirgantara,021 7234555,021 7234555,Bar,2015-01-10,
SUGAR GALLERIE BY GULAKU,Jakarta Selatan,Ciputra World Lotte Shopping Avenue Jl. Jend. S,,,Muhammad Rendhy Aditya,PT. Legenda Kuliner,021 98564335,021 98564335,Bar,2015-01-10,
SUIHOU,Jakarta Selatan,Plaza Bapindo Jl. Jend. Sudirman Kav.54.5,,,Siswadi,PT. Sakura Boga Jaya,021 5266625,021 5266678,Bar,2015-01-10,
SUMIBIAN ELITE FOOD,Jakarta Selatan,Jl. Jend. Sudirman Kav. 21,,,Drs. Boyke Hilman,PT. Sumibian Elite Food,,,Bar,2015-01-10,
SUMIBIAN ELITE FOOD,Jakarta Selatan,Plaza Chase Jl. Jend. Sudirman Kav. 21,,,Drs. Boyke Hilman,PT. Sumibian Elite Food,021 2512888,021 5700196,Bar,2015-01-10,
SUSHI KIOSK,Jakarta Selatan,World Trade Center II LG Jl. Jend. Sudirman Kav,,,Kusnadi Rahardja,PT. Sushi Tei Indonesia,021 72801140,021 72801151,Bar,2015-01-10,
SUSHI TEI,Jakarta Selatan,Gandaria City Jl. Sultan Iskandar Muda RT.009/0,9,0,Kusnadi Rahardja,PT. Sushi Tei Indonesia,,,Bar,2015-01-10,
SUSHI TEI,Jakarta Selatan,Jl. Metro Pondok Indah Mall 2 Lt. 1,,,Kusnadi Rahardja,PT. Sushi Tei Indonesia,021 75920800,021 75920800,Bar,2015-01-10,
SUSHI TEI,Jakarta Selatan,Mall Kota Kasablanka Jl. Casablanca Raya Kav.,,,Kusnadi Rahardja,PT. SUSHI-TEI INDONESIA,,,Bar,2015-01-10,
SUSHI TEI,Jakarta Selatan,Lotte Shopping Avenue Jl. Prof. Dr. Satrio Kav. 3,,,Kusnadi Rahardja,PT. Sushi Tei Indonesi,,,Bar,2015-01-10,
SUSHIGROOVE,Jakarta Selatan,Jl. HR. Rasuna Said Kav. 62,,,Christian Rijanto,PT. Ismaya Sushgroove,021 5229955,021 5225286,Bar,2015-01-10,
SUSHIGROOVE,Jakarta Selatan,Mal Pondok Indah 2 Jl. Metro,,,Theodorus Januar Widjaja,PT. Ismaya Sushigroove,021 75921000,021 75921000,Bar,2015-01-10,
SUSHIGROOVE KOKAS,Jakarta Selatan,Mal Kota Kasablanka Jl. Casablanca Kav. 88,,,Theodorus Januar Widjaja,PT. Ismaya Sushigroove,021 29465000,021 83781457,Bar,2015-01-10,
SUSHI-KU,Jakarta Selatan,"Pondok Indah Mall Lt.2 No. 201 A, Jl. Metro Pond",,,Hari Setiawan,PT. SUSHI-KU INDONESIA,021 5790128,021 5790128,Bar,2015-01-10,
SUSHI-KU,Jakarta Selatan,"Pondok Indah Mall Lt.2 No. 201 A, Jl. Metro Pond",,,Hari Setiawan,PT. SUSHI-KU INDONESIA,021 5790128,021 5790128,Bar,2015-01-10,
SUSHI-KU,Jakarta Selatan,Pondok Indah Mall Jl. Metro Pondok Indah,,,Hari Setiawan,PT. Sushiku Indonesia,021 57901281,021 57901281,Bar,2015-01-10,
SUSHI-KU,Jakarta Selatan,Mal Pondok Indah Jl. Metro Pondok Indah,,,Hari Setiawan,PT. Sushiku Indonesia,021 72801149,021 72801151,Bar,2015-01-10,
T.G.I FRIDAYS,Jakarta Selatan,Street Gallery  - Pondok Indah Mall Jl. Metro Pon,,,Chandra Supandi Wijaya,PT. Chaswood Resources Jakarta,,,Bar,2015-01-15,
T.G.I. FRIDAY'S,Jakarta Selatan,Lippo Mall Kemang - Kemang Village Jl. Kemang,,,Chandra Supandi Wijaya,PT. Chaswood Resources Jakarta,,,Bar,2015-01-10,
TAKEYA,Jakarta Selatan,Jl. Cilandak I No. 27 - 31,,,Syamsul Bahri,PT. Lousindo Damai Sejahtera,021 7650056,021 7650056,Bar,2015-02-20,
TAMBA RESTAURANT,Jakarta Selatan,Jl. Melawai VIII No. 4,,,Gavin Arifin,PT. Melawai Boga Prima Lestari,,,Bar,2015-01-10,
TARTINE,Jakarta Selatan,Cilandak Town Square Jl. TB. Simatupang,,,Edyman B. Panjaitan,PT. Sari Utama Abadi,021 75920304,021 75920305,Bar,2015-01-10,
Tee Box Oriental,Jakarta Selatan,Jl. Terogong Raya No. 11,,,Cholid Tabrani,PT. Boga Makmur Sejahtera,021 78166781,,Bar,2015-01-20,
THE BARREL,Jakarta Selatan,Jl. Sultan Iskandar Muda No.21 Sektor III Blok U,,,Herodidjaja Effendie,PT. Vintage International,,,Bar,2015-01-10,
THE BARREL,Jakarta Selatan,Jl.Dharmawangsa 6&9,,,Herodidjaja Effendie,PT. Vintage International,,,Bar,2015-01-10,
THE BARREL,Jakarta Selatan,Jl.Mega kuningan Blok E,,,Herodidjaja Effendie,PT. Vintage International,,,Bar,2015-01-10,
THE BARREL,Jakarta Selatan,Jl.Raya Warung Buncit No.98,,,Herodidjaja Effendie,PT. Vintage International,,,Bar,2015-01-10,
The Duck King,Jakarta Selatan,"Jl. Metro, Lt. 340-341",,,Ibin Bachtiar,PT. Selera Utama Makmur,021 75920612,021 75920623,Bar,2015-01-10,
THE EDGE,Jakarta Selatan,Jl. Kemang Raya No. 1 RT. 04,4,,Ir. Sardjono Sani,PT. Kemang Icon,021 75915568,021 7659220,Bar,2015-01-10,
THE EDGE,Jakarta Selatan,Jl. Kemang Raya No. 1 RT. 04,4,,Ir. Sardjono Sani,PT. Kemang Icon,021 75915568,021 7659220,Bar,2015-01-10,
THE EVEREST,Jakarta Selatan,Jl. Falatehan I No. 12 K,,,Anish Shakya,PT. Everest Citra Indo,021 7262772,021 7251308,Bar,2015-01-10,
THE EVEREST,Jakarta Selatan,Bellagio Mall Unit G7 Jl. Mega Kuningan Barat K,,,Netta Oasis,PT. Everest Citra Indo,021 7262772,021 7251308,Bar,2015-01-10,
THE EX,Jakarta Selatan,Jl. RC Veteran ( Bintaro Raya) K-8,4,12,Maria Agustina,PT. Javando Mitra Sejati,021 7343856,,Bar,2015-01-10,
THE LOFT,Jakarta Selatan,Multivision Tower 25th Floor Jl. Kuningan Mulia L,,,Amrit Ram Punjabi,PT. Multi Prima Rasa,021 29380700,021 29380029,Bar,2015-01-10,
THE MALEO,Jakarta Selatan,Jl. Panglima Polim Raya No. 28,,,Susanty,PT. Dwi Mukti Mitra Swasta,,,Bar,2015-01-10,
THE PLAYGROUND,Jakarta Selatan,"Street Galeri Pondok Indah Mall, Jl. Metro Pondo",,,Gregory Paton Sukamto,PT. Indriya Lifeart Development,021 29912285,021 299122860,Bar,2015-02-20,
THE ROYAL KITCHEN,Jakarta Selatan,Bellagio Boutique Mal Jl. Mega Kuningan Barat,,,Deepak Malik,PT. TRK International Service,021 30029975,021 30029975,Bar,2015-01-10,
THE STANDFORD ARMS,Jakarta Selatan,Jl.Kemang Raya No. 2 H,,,Indra Sjahbirin,PT. Belindo Jasa Mandiri,,,Bar,2015-01-10,
THE WINE CELLAR,Jakarta Selatan,The Residences at Dharmawangsa 2 Lt. Mezzani,,,Iskandar Budianto,PT. Tirta Anggur Semesta,021 23914088,021 29314108,Bar,2015-01-10,
THREE BUNS,Jakarta Selatan,Kawasan Niaga Terpadu Lot.14 Jl. Jend. Sudirm,,,Ronald Akili,PT. Tiga Roti Perdana,021 7225690,021 7225689,Bar,2015-01-10,
TIPSY WINE BAR,Jakarta Selatan,Jl. Kemang Raya No. 29,,,Fit Aidil Massewa,PT. Tipsy Dinamika Selaras,021 7182970,,Bar,1950-10-01,
TOBA TABO,Jakarta Selatan,Jl. Dr. Saharjo No. 90,1,7,Monang Sianipar,PT. TOBA TABO,,,Bar,2015-01-10,
TOKISHIRAZU,Jakarta Selatan,Jl. Melawai IX No. 1,,,Andi Amsirullah,PT. Puri Jaya Lestari,,,Bar,2015-01-10,
TOKISHIRAZU,Jakarta Selatan,Jl. Melawai IX No. 1,,,Andi Amsirullah,PT. Puri Jaya Lestari,,,Bar,2015-01-10,
TOKYO BELLY,Jakarta Selatan,Gd. Setiabudi One Lt. Dasar Unit B111b-112 Jl.,,,Brian Ivan Susanto,PT. Wamaya Jaya,,,Bar,2015-01-10,
TOLLY,Jakarta Selatan,Jl. MT. Haryono Kav. 2 - 3,,,Laurentius Alimu Mere,PT. Multi Wor,,,Bar,2015-01-10,
TOLLY,Jakarta Selatan,Jl. MT. Haryono Kav. 2 - 3,,,Laurentius Alimu Mere,PT. Multi Wor,,,Bar,2015-01-10,
TOMBO,Jakarta Selatan,Jl. Melawai VIII No. 1,,,Ros Rosalina,PT. Bina Mahardika Utama,,,Bar,2015-01-10,
TONY ROMA'S,Jakarta Selatan,Jl. Sultan Iskandar Muda,,,Roni Prananto,PT. Mas Millenium Indonesia,021 29007793,021 29007790,Bar,2015-01-05,
TONY ROMA'S,Jakarta Selatan,Jl. Sultan Iskandar Muda,,,Roni Prananto,PT. Mas Millenium Indonesia,021 29007793,021 29007790,Bar,2015-01-05,
TORIGEN,Jakarta Selatan,Jl.Wijaya I No.53,,,Suryawan Slamet Pryana,PT. Artogi Boga Manunggal,021 7233978,,Bar,2015-01-10,
TOSCANA,Jakarta Selatan,Jl. Kemang Raya No. 120,3,2,Ellyta Mawardi,PT. Gelimang Artamas,021 7181216,021 71791403,Bar,2015-01-10,
TRATTORIA CAFE,Jakarta Selatan,The East Jl. Lingkar Mega Kuningan Kav.E.3-2,,,Fernando Morganda Manullang,PT. Hidup Bagus Sehat,021 57938574,,Bar,2015-01-10,
TRATTORIA IL SALE,Jakarta Selatan,Jl. Kemang Raya No. 15,,,Rano Syawaludin Suryadipura,PT. Rasa Garam,021 7199869,021 71794603,Bar,2015-01-10,
TRIPLE NINE,Jakarta Selatan,Kemang Arcade Jl. Kemang Raya No. 20 A,,,Paulus Pongki Pradita,PT. Maa Kuthari Indonesia,,,Bar,2015-01-10,
TWG,Jakarta Selatan,Pacific Place Level BI SCBD Jl. Jend. Sudirman,,,Haryadi Ridwan,PT. Aroma Kuliner Indonesia,021 5152299,021 51400988,Bar,2015-01-10,
UMBRA,Jakarta Selatan,Jl. Taman Kemang I Kav. 6,14,1,Anthony Tjandra,PT. Silsila Karya abadi,,,Bar,2015-01-10,
UMBRA,Jakarta Selatan,Jl. Taman Kemang I Kav. 6,14,1,Anthony Tjandra,PT. Silsila Karya abadi,,,Bar,2015-01-10,
UNICORN BAR & LOUNGE,Jakarta Selatan,Jl. Kemang Raya No. 43 A,,,Tihaya Miranti Amalia,PT. Cox And Tihaya Indonesia,021 7182555,021 7196333,Bar,2015-01-10,
UNION,Jakarta Selatan,Mal Pondok Indah Street Gallery Lt. Dasar G. 01,,,Jennifer Karjadi,PT. Mitra Selera Bersama,021 7506750,021 7506755,Bar,2015-01-10,
URBAN KITCHEN,Jakarta Selatan,Pacific Place Mall Jl. Jend. Sudirman Kav. 52-53,,,Andrew Agung Santoso,PT. Perdana Mulia Abadi,-,-,Bar,2015-01-10,
USAGI PART 2,Jakarta Selatan,Jl. Melawai VIII No. 4A,,,Hana Suryani,PT. Teratai Nirwana,021 7246819,021 7246819,Bar,2015-01-10,
U-ZOU,Jakarta Selatan,Jl. Melawai VIII/5 Blok M,,,Martini,CV. Tokyo Koeki Indonesia,021 7244927,021 7244927,Bar,2015-01-10,
VELPA,Jakarta Selatan,Jl. KH. M. Syafi'I Hadzami,,,Ory Vitrio,PT. Cox And Tihaya Indonesia,021 7182555,021 7196333,Bar,2015-01-10,
VELPA,Jakarta Selatan,Jl. KH. M. Syafi'I Hadzami,,,Ory Vitrio,PT. Cox And Tihaya Indonesia,021 7182555,021 7196333,Bar,2015-01-10,
VENUE,Jakarta Selatan,Jl. Kemang Selatan Raya No. 2,,,Lesmana Hutabarat,PT. Mitra Dinamika Lestari,021 7805610,021 7818314,Bar,2015-01-10,
VIN +,Jakarta Selatan,Jl. Kemang Raya No.45 B,,,Cipto Sukaryadi,PT. Megaguna Usaha Bersama,021 71792380,021 71792380,Bar,2015-01-10,
VIN +,Jakarta Selatan,Street Gallery Pondok Indah Mall Lt. 1 No. 106 Jl.,,,Cipto Sukaryadi,PT. Megaguna Usaha Bersama,021 71792577,021 71792723,Bar,2015-01-07,
VINES,Jakarta Selatan,Hypermart Pejaten Village Jl. Warung Jati Barat,,,Johan Mamese Wattimena,PT. Maksima Karya Sakti,,,Bar,2015-01-10,
VINES,Jakarta Selatan,Jason Jl. Ampera Raya No. 22,,,Johan Mamese Wattimena,PT. Maksima Karya Sakti,021 31923435,021 31923441,Bar,2015-01-10,
VINES,Jakarta Selatan,Hero Pondok Indah Mall 1 Jl. Metro Pondok Inda,,,Johan Manese Wattimena,PT. Maksima Karya Sakti,021 31923435,021 31923441,Bar,2015-01-10,
VINES,Jakarta Selatan,"Jason's Gd. Senopati 8, Jl. Senopati Raya No. 22",,,Johan Mamese Wattimena,PT. Maksima Karya Sakti,021 31923435,021 3192441,Bar,2015-01-10,
VINES,Jakarta Selatan,Hypermart Kemang Village Jl. Kemang VI,,,Johan Mamese Wattimena,PT. Maksima Karya Sakti,021 31923435,021 31923441,Bar,2015-01-10,
VINES,Jakarta Selatan,Jasons Express Jl. Woltermonginsidi No. 77,,,Johan Manese Wattimena,PT. Maksima Karya Sakti,021 31923435,021 31923441,Bar,2015-01-10,
VINOTECA,Jakarta Selatan,Pacific Place Mall Jl. Jend.Sudirman Kav. 52-53,,,Djohan Widodo,PT. Wine Connections,021 51400609,021 51400619,Bar,2015-01-10,
VINTAGE GARAGE,Jakarta Selatan,Jl. Kemang Raya No. 66,,,Yantie,PT. Gourmet World,,,Bar,2015-01-20,
WALKING,Jakarta Selatan,Jl. Melawai Raya No. 189 B,,,S. Susilowati,PT. Hug Sushi Indonesia,021 7252391,021 7252391,Bar,2015-01-10,
"WHITE HUNTER RIBS, GRILL & BAR",Jakarta Selatan,Gandaria City Jl. Sultan Iskandar Muda No.30,,,Danny Leo,PT. Global Sukses Sejahtera,021 7247878,021 7254069,Bar,2015-01-10,
WIJAYA SOJU CAFÉ,Jakarta Selatan,Wijaya Graha Puri Blok F 37 B-40 Jl. Wijaya II,,,Widodo,CV. Harapan Baru,021 7207449,,Bar,2015-01-10,
WILSHIRE,Jakarta Selatan,Gd. Semanggi Expo SCBD Lot. 8 Jl. Jend. Sudir,,,Hanna Tjhin,PT. Edesia Global,,,Bar,2015-01-10,
X 9 CLUB,Jakarta Selatan,Jl. Kemang Raya No. 10 A,,,Jusdijanto Harsono,PT. Tri Mandiri Cemerlang,021 57937711,021 70747429,Bar,2015-01-10,
X 9 CLUB,Jakarta Selatan,Jl. Kemang Raya No. 10 A,,,Jusdijanto Harsono,PT. Tri Mandiri Cemerlang,021 57937711,021 70747429,Bar,2015-01-10,
Y & Y,Jakarta Selatan,Jl. Jend.Sudirman Kav.52-53,,,Yerline Hanani,PT. Multi Pangan Lestari,,,Bar,2015-01-10,
YOKUNATTA,Jakarta Selatan,Permata Senayan Jl.Tentara Pelajar Blok E16&1,,,Renaldy Scharif,PT. Yokunatta,,,Bar,2015-01-10,
YO'PANINO,Jakarta Selatan,Mal Kota Kasablanca Jl. Casablanca Raya Kav.,,,Jitin Singh Kapoor,PT. Swaadh Indonesia,021 83709888,021 83706888,Bar,2015-01-10,
YOU ONLY LIVE ONCE,Jakarta Selatan,Jl. Kemang Raya No. 69 E,,,Egan Chandra,CV. Bread And Butter,,,Bar,2015-01-10,
YOZORA,Jakarta Selatan,Jl. Melawai VI No.1,,,Ageng Brama Jaya,PT. Alam Pamungkas,,,Bar,2015-01-10,
YUJIRO,Jakarta Selatan,Jl. Melawai VI No. 3,,,Hartuti K.,PT. Hartuti Expressindo,021 7235227,,Bar,15/60,
YUJIRO,Jakarta Selatan,Jl. Melawai VI No. 3,,,Hartuti K.,PT. Hartuti Expressindo,021 7235227,,Bar,15/60,
YUKI,Jakarta Selatan,Jl. Melawai VI No. 8 Blok M,,,Engki Wibowo,PT. Sum Mustika Prima,021 7247727,021 7227766,Bar,2015-01-10,
YUKI 1,Jakarta Selatan,Jl. Melawai VI No. 1 Blok M,,,Engki Wibowo,PT. Sum Mustika Prima,021 7257837,,Bar,2015-01-10,
YUMEYA,Jakarta Selatan,Jl. Melawai VIII No. 2,,,Nazilatul Anis,PT. Blue Safir,021 72798402,021 72798404,Bar,2015-01-10,
YUU EXECUTIVE,Jakarta Selatan,Jl. Melawai VIII No. 4A,,,Renawaty Sirait,PT. Anugerah Abadi Indah Cemerlang,,,Bar,2015-01-10,
ZANAS BAR & GRILL,Jakarta Selatan,Jl. Ampera Raya No. 05,1,8,Arief Kusaharjo,PT. ZANAS AGUNG,,,Bar,2015-01-10,
ZEROSEN,Jakarta Selatan,Jl. Melawai VIII No. 4C Lt. 4/5,,,,,021 7251765,021 7235227,Bar,2015-01-10,
ZII,Jakarta Selatan,Mal Blok M Jl. Melawai VIII No. 2B,,,Ahmad Kholid,PT. Cipta Abadi Jaya,021 7393594,,Bar,2015-01-10,
ZODIACUS,Jakarta Selatan,Jl. Mega Kuningan Barat Kav. E4.3,,,Parekat Vynat Shivanand,PT. Safee and Sons,021 5764314,,Bar,2015-01-10,
Beer House,Jakarta Timur,Jl. Jatinegara Timur No. 60 - 62,,,Amirul Mukminin                                            ,,,,Bar,2015-01-10,
"Cafe Dangdut ""Waah""",Jakarta Timur,Jl. Kolonel Sugiono No. 38,,,Noveria Wowiling,PT. Rajawali Cipta Sukses Mandiri Pe,,,Bar,2015-01-10,
Café Royal,Jakarta Timur,Jl. Pemuda No. 1,2,7,Hasudungan Nainggolan,,,,Bar,1980-12-01,
C'one Hotel Pulomas,Jakarta Timur,Jl. Jend. Achmad Yani,1,9,Martinus Prayitno                                        ,PT. Jakarta Tourisindo                                 ,,,Bar,2015-01-10,
Dinasty Cafe,Jakarta Timur,"Ruko Permata Ujung Menteng, Jl. Raya Bekasi ",,,Asiah Wiwik                                                ,,,,Bar,2015-01-10,
Grand Charly Vhi Karaoke,Jakarta Timur,Jl. Pintu I,,,Nurohmah,PT. Cahaya Anugrah Hati,,,Bar,2015-01-10,
Inul Vizta,Jakarta Timur,"Mall Cijantung Lt. 3, Jl. Pendidikan I",,,Jemmy Robert                                             ,CV. Vizta Cakra Utama                                 ,,,Bar,2015-01-10,
Inul Vizta,Jakarta Timur,"Cibubur Junction, Jl. Jambore No. 1",,,Warni                                                        ,CV. Vizta Cibubur                                  ,021 87756552,021 87756552,Bar,2015-01-10,
Inul Vizta,Jakarta Timur,Jl. Inspeksi Kalimalang RT002/RW016,2,16,"Helmayati Nurdiana, SE",CV. Anugerah Jaya Abadi,,,Bar,2015-01-10,
Inul Vizta Family Ktv,Jakarta Timur,"Plaza Buaran, Jl. Raden Inten I",,,Hj. Kiswati                                                ,CV. Cahaya Anugerah Sejati                         ,,,Bar,2015-01-10,
Inul Vizta Family Ktv,Jakarta Timur,"Plaza Buaran, Jl. Raden Inten I",,,Hj. Kiswati                                                     ,CV. Cahaya Anugerah Sejati                         ,,,Bar,2015-01-10,
New Hunters,Jakarta Timur,Jl. D.I Panjaitan No. 94,,,"Rudolf Naibaho, SE","Rudolf Naibaho, SE",,,Bar,1940-10-01,
New Matra 21,Jakarta Timur,"Grand Menteng Hotel, Jl. Matraman Raya No. 21",,,Indra Teja Kamarudin                             ,PT. Menteng Sarana Wisata                          ,021 8510614,021 8583861,Bar,2015-01-10,
New Matra 21,Jakarta Timur,Jl. Matraman Raya No. 21,,,Indra Teja Kamarudin                               ,-,021 8510614,021 8583861,Bar,2015-01-10,
New Mega Dangdut,Jakarta Timur,"Hotel Mega Matra, Jl. Matraman Raya No. 115",,,Djamaltaan                                                  ,PT. Arthagemilang Pratama Selaras         ,021 8566355,021 8566337,Bar,2015-01-10,
Persada,Jakarta Timur,Jl. Raya Protokol Halim,,,Achid Muchlas                                             ,PT. Persada Purnawira Halim,021 8092446,,Bar,16/80,
Star Orange,Jakarta Timur,"Plaza Taman Modern, Jl. Raya Bekasi KM. 24",,,Dra. Hermawati                                              ,CV. Prima Servindo Makmur                        ,021 4618710,,Bar,2015-01-10,
Taman Palma,Jakarta Timur,Jl. Pemuda Kav. C No. 251,,,Syarani Muin                                                  ,PT. Layan Pangansari Perdana             ,,,Bar,2015-01-10,
The New Petualang Cafe,Jakarta Timur,Jl. Raya Pramuka No. 22,,,Suratmo,,,,Bar,2015-01-10,
"Token "" Taiwan Original Chicken""",Jakarta Utara,Apartemen Green Bay Pluit Tower G/LGM/25-29,,,Ririn Laurus ,PT. Karya Bangun Resto,021 55960338,,Bar,2015-01-10,
2001 Hong,Jakarta Utara,"Pusat Niaga Kapuk Lestari, Jl. Kapuk Raya No. 12",,,Tirtahadi,Tirtahadi,021 70493198,021 70493198,Bar,2015-01-10,
2nd Home,Jakarta Utara,Jl. Boulevard Bukit Gading Raya,,,Tjung Budiman,CV. Mitra Gading Permata,,,Bar,2015-01-10,
33 Degree Sky Bridge,Jakarta Utara,"Aston Marina Ancol, Marina Mediterania Tower A",,,Willy Jono,PT. Graha Cipta Kencana,021 69837150,021 69837130,Bar,2015-01-10,
Above 5,Jakarta Utara,"Bukit Golf Mediterania, Rukan Crown Golf Blok D No. 5-7 ",,,Octavianus,PT. Multi Boga Karunia,,,Bar,2015-01-10,
After Hour,Jakarta Utara,Jl. Danau Sunter Barat A3/7,,,Budi Suhartoyo,PT. Mitra Sukses Anugrah,021 65836569,021 65836570,Bar,25-May,
